"PAYS","REGION","NUTS","ANNEE","NB_OBS","warm_moy","leaking_moy","warm_na","leaking_na"
"GR","GR24","NUTS 2",2004,308,0.9156,0.2013,0,0
"FR","FR52","NUTS 2",2004,NA,NA,NA,NA,NA
"HU","HU31","NUTS 2",2004,NA,NA,NA,NA,NA
"DE","DE27","NUTS 2",2004,NA,NA,NA,NA,NA
"CH","CH04","NUTS 2",2004,NA,NA,NA,NA,NA
"HU","HU32","NUTS 2",2004,NA,NA,NA,NA,NA
"HU","HU10","NUTS 2",2004,NA,NA,NA,NA,NA
"CH","CH03","NUTS 2",2004,NA,NA,NA,NA,NA
"AT","AT34","NUTS 2",2004,166,0.9518,0.0723,0,0
"FR","FR43","NUTS 2",2004,NA,NA,NA,NA,NA
"TR","TR71","NUTS 2",2004,NA,NA,NA,NA,NA
"PT","PT18","NUTS 2",2004,NA,NA,NA,NA,NA
"GR","GR23","NUTS 2",2004,395,0.8962,0.2025,0,0
"FR","FR24","NUTS 2",2004,NA,NA,NA,NA,NA
"LI","LI00","NUTS 2",2004,NA,NA,NA,NA,NA
"AT","AT33","NUTS 2",2004,354,0.9718,0.096,0,0
"FR","FR26","NUTS 2",2004,NA,NA,NA,NA,NA
"IT","ITD1","NUTS 2",2004,566,0.9505,0.1855,0,0
"AT","AT21","NUTS 2",2004,297,0.9428,0.1145,0,0
"HU","HU23","NUTS 2",2004,NA,NA,NA,NA,NA
"CH","CH01","NUTS 2",2004,NA,NA,NA,NA,NA
"FR","FR53","NUTS 2",2004,NA,NA,NA,NA,NA
"IT","ITD4","NUTS 2",2004,1142,0.9448,0.1821,0,0
"PT","PT16","NUTS 2",2004,NA,NA,NA,NA,NA
"ES","ES42","NUTS 2",2004,746,0.933,0.134,0,0
"GR","GR21","NUTS 2",2004,213,0.892,0.2019,0,0
"TR","TR31","NUTS 2",2004,NA,NA,NA,NA,NA
"TR","TRB1","NUTS 2",2004,NA,NA,NA,NA,NA
"ES","ES62","NUTS 2",2004,615,0.948,0.1528,0,0
"IT","ITF6","NUTS 2",2004,664,0.9202,0.1837,0,0
"BG","BG31","NUTS 2",2004,NA,NA,NA,NA,NA
"BG","BG32","NUTS 2",2004,NA,NA,NA,NA,NA
"BG","BG33","NUTS 2",2004,NA,NA,NA,NA,NA
"BG","BG34","NUTS 2",2004,NA,NA,NA,NA,NA
"BG","BG41","NUTS 2",2004,NA,NA,NA,NA,NA
"BG","BG42","NUTS 2",2004,NA,NA,NA,NA,NA
"HR","HR01","NUTS 2",2004,NA,NA,NA,NA,NA
"HR","HR02","NUTS 2",2004,NA,NA,NA,NA,NA
"HR","HR03","NUTS 2",2004,NA,NA,NA,NA,NA
"RO","RO11","NUTS 2",2004,NA,NA,NA,NA,NA
"RO","RO12","NUTS 2",2004,NA,NA,NA,NA,NA
"RO","RO21","NUTS 2",2004,NA,NA,NA,NA,NA
"RO","RO22","NUTS 2",2004,NA,NA,NA,NA,NA
"RO","RO31","NUTS 2",2004,NA,NA,NA,NA,NA
"RO","RO32","NUTS 2",2004,NA,NA,NA,NA,NA
"RO","RO41","NUTS 2",2004,NA,NA,NA,NA,NA
"RO","RO42","NUTS 2",2004,NA,NA,NA,NA,NA
"UK","UK","NUTS 0",2005,NA,NA,NA,NA,NA
"LU","LU","NUTS 0",2005,3622,0.9972,0.0984,3e-04,8e-04
"DE","DE","NUTS 0",2005,NA,NA,NA,NA,NA
"AT","AT","NUTS 0",2005,5148,0.9852,0.17,2e-04,0
"CH","CH","NUTS 0",2005,NA,NA,NA,NA,NA
"PL","PL","NUTS 0",2005,NA,NA,NA,NA,NA
"BE","BE","NUTS 0",2005,NA,NA,NA,NA,NA
"CZ","CZ","NUTS 0",2005,NA,NA,NA,NA,NA
"SI","SI","NUTS 0",2005,NA,NA,NA,NA,NA
"RO","RO","NUTS 0",2005,NA,NA,NA,NA,NA
"HR","HR","NUTS 0",2005,NA,NA,NA,NA,NA
"BG","BG","NUTS 0",2005,NA,NA,NA,NA,NA
"IT","IT","NUTS 0",2005,22032,0.9329,0.1801,0,0
"GR","GR","NUTS 0",2005,5568,0.9353,0.1566,0,0
"FR","FR","NUTS 0",2005,NA,NA,NA,NA,NA
"SK","SK","NUTS 0",2005,5147,0.8694,0.2829,2e-04,2e-04
"LI","LI","NUTS 0",2005,NA,NA,NA,NA,NA
"HU","HU","NUTS 0",2005,6927,0.8132,0.2839,1e-04,1e-04
"TR","TR","NUTS 0",2005,NA,NA,NA,NA,NA
"MT","MT","NUTS 0",2005,NA,NA,NA,NA,NA
"CY","CY","NUTS 0",2005,3746,0.8604,0.3187,0,0
"PT","PT","NUTS 0",2005,NA,NA,NA,NA,NA
"ES","ES","NUTS 0",2005,12996,0.9642,0.1099,2e-04,0
"NL","NL","NUTS 0",2005,NA,NA,NA,NA,NA
"NO","NO","NUTS 0",2005,NA,NA,NA,NA,NA
"EE","EE","NUTS 0",2005,4169,0.9734,0.1686,0,0
"LV","LV","NUTS 0",2005,3843,0.797,0.3672,0,0
"SE","SE","NUTS 0",2005,NA,NA,NA,NA,NA
"DK","DK","NUTS 0",2005,5957,0.9706,0.0419,8e-04,0.0013
"LT","LT","NUTS 0",2005,4441,0.7476,0.2362,0,0
"IE","IE","NUTS 0",2005,6085,0.9362,0.1438,0,0
"FI","FI","NUTS 0",2005,11229,0.9792,0.0523,0.0038,0.0048
"IS","IS","NUTS 0",2005,NA,NA,NA,NA,NA
"FR","FR8","NUTS 1",2005,NA,NA,NA,NA,NA
"IT","ITE","NUTS 1",2005,5242,0.9323,0.1797,0,0
"ES","ES2","NUTS 1",2005,2153,0.9596,0.1059,0,0
"TR","TR1","NUTS 1",2005,NA,NA,NA,NA,NA
"TR","TR4","NUTS 1",2005,NA,NA,NA,NA,NA
"GR","GR1","NUTS 1",2005,2108,0.9355,0.1627,0,0
"ES","ES3","NUTS 1",2005,801,0.9675,0.1086,0,0
"TR","TR8","NUTS 1",2005,NA,NA,NA,NA,NA
"TR","TR9","NUTS 1",2005,NA,NA,NA,NA,NA
"TR","TR2","NUTS 1",2005,NA,NA,NA,NA,NA
"TR","TRA","NUTS 1",2005,NA,NA,NA,NA,NA
"IT","ITF","NUTS 1",2005,4328,0.9265,0.1848,0,0
"TR","TR7","NUTS 1",2005,NA,NA,NA,NA,NA
"TR","TR5","NUTS 1",2005,NA,NA,NA,NA,NA
"TR","TR3","NUTS 1",2005,NA,NA,NA,NA,NA
"PT","PT1","NUTS 1",2005,NA,NA,NA,NA,NA
"ES","ES4","NUTS 1",2005,2147,0.9599,0.1071,5e-04,0
"ES","ES5","NUTS 1",2005,2973,0.968,0.11,0,0
"TR","TRB","NUTS 1",2005,NA,NA,NA,NA,NA
"GR","GR2","NUTS 1",2005,1295,0.9243,0.149,0,0
"TR","TR6","NUTS 1",2005,NA,NA,NA,NA,NA
"MT","MT0","NUTS 1",2005,NA,NA,NA,NA,NA
"CY","CY0","NUTS 1",2005,3746,0.8604,0.3187,0,0
"GR","GR4","NUTS 1",2005,650,0.9277,0.1508,0,0
"IT","ITG","NUTS 1",2005,1706,0.9203,0.1823,0,0
"TR","TRC","NUTS 1",2005,NA,NA,NA,NA,NA
"PT","PT2","NUTS 1",2005,NA,NA,NA,NA,NA
"GR","GR3","NUTS 1",2005,1515,0.9479,0.1571,0,0
"ES","ES6","NUTS 1",2005,2432,0.9609,0.1172,0,0
"PT","PT3","NUTS 1",2005,NA,NA,NA,NA,NA
"ES","ES7","NUTS 1",2005,642,0.9642,0.1168,0,0
"FR","FR9","NUTS 1",2005,NA,NA,NA,NA,NA
"IS","IS0","NUTS 1",2005,NA,NA,NA,NA,NA
"FI","FI2","NUTS 1",2005,103,1,0.0777,0.0097,0
"NO","NO0","NUTS 1",2005,NA,NA,NA,NA,NA
"EE","EE0","NUTS 1",2005,4169,0.9734,0.1686,0,0
"LV","LV0","NUTS 1",2005,3843,0.797,0.3672,0,0
"UK","UKC","NUTS 1",2005,NA,NA,NA,NA,NA
"LT","LT0","NUTS 1",2005,4441,0.7476,0.2362,0,0
"DE","DE6","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DE8","NUTS 1",2005,NA,NA,NA,NA,NA
"PL","PL6","NUTS 1",2005,NA,NA,NA,NA,NA
"UK","UKE","NUTS 1",2005,NA,NA,NA,NA,NA
"UK","UKD","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DE3","NUTS 1",2005,NA,NA,NA,NA,NA
"UK","UKG","NUTS 1",2005,NA,NA,NA,NA,NA
"PL","PL1","NUTS 1",2005,NA,NA,NA,NA,NA
"UK","UKH","NUTS 1",2005,NA,NA,NA,NA,NA
"UK","UKL","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DEE","NUTS 1",2005,NA,NA,NA,NA,NA
"PL","PL5","NUTS 1",2005,NA,NA,NA,NA,NA
"FR","FR3","NUTS 1",2005,NA,NA,NA,NA,NA
"BE","BE3","NUTS 1",2005,NA,NA,NA,NA,NA
"CZ","CZ0","NUTS 1",2005,NA,NA,NA,NA,NA
"SK","SK0","NUTS 1",2005,5147,0.8694,0.2829,2e-04,2e-04
"DE","DE1","NUTS 1",2005,NA,NA,NA,NA,NA
"LI","LI0","NUTS 1",2005,NA,NA,NA,NA,NA
"AT","AT2","NUTS 1",2005,1213,0.9868,0.1682,0,0
"HU","HU2","NUTS 1",2005,2068,0.8196,0.2806,0,5e-04
"SI","SI0","NUTS 1",2005,NA,NA,NA,NA,NA
"FR","FR7","NUTS 1",2005,NA,NA,NA,NA,NA
"FR","FR6","NUTS 1",2005,NA,NA,NA,NA,NA
"ES","ES1","NUTS 1",2005,1848,0.9713,0.1061,0.0011,0
"FI","FI1","NUTS 1",2005,11126,0.979,0.0521,0.0038,0.0049
"SE","SE0","NUTS 1",2005,NA,NA,NA,NA,NA
"UK","UKM","NUTS 1",2005,NA,NA,NA,NA,NA
"DK","DK0","NUTS 1",2005,5957,0.9706,0.0419,8e-04,0.0013
"UK","UKN","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DEF","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DE5","NUTS 1",2005,NA,NA,NA,NA,NA
"NL","NL1","NUTS 1",2005,NA,NA,NA,NA,NA
"UK","UKF","NUTS 1",2005,NA,NA,NA,NA,NA
"IE","IE0","NUTS 1",2005,6085,0.9362,0.1438,0,0
"PL","PL4","NUTS 1",2005,NA,NA,NA,NA,NA
"NL","NL2","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DE4","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DE9","NUTS 1",2005,NA,NA,NA,NA,NA
"UK","UKI","NUTS 1",2005,NA,NA,NA,NA,NA
"NL","NL3","NUTS 1",2005,NA,NA,NA,NA,NA
"NL","NL4","NUTS 1",2005,NA,NA,NA,NA,NA
"BE","BE1","NUTS 1",2005,NA,NA,NA,NA,NA
"BE","BE2","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DEA","NUTS 1",2005,NA,NA,NA,NA,NA
"UK","UKJ","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DED","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DEG","NUTS 1",2005,NA,NA,NA,NA,NA
"UK","UKK","NUTS 1",2005,NA,NA,NA,NA,NA
"PL","PL3","NUTS 1",2005,NA,NA,NA,NA,NA
"LU","LU0","NUTS 1",2005,3622,0.9972,0.0984,3e-04,8e-04
"PL","PL2","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DE7","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DEC","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DEB","NUTS 1",2005,NA,NA,NA,NA,NA
"FR","FR1","NUTS 1",2005,NA,NA,NA,NA,NA
"DE","DE2","NUTS 1",2005,NA,NA,NA,NA,NA
"HU","HU1","NUTS 1",2005,1906,0.8054,0.2644,0,0
"AT","AT1","NUTS 1",2005,2098,0.9833,0.1754,5e-04,0
"FR","FR4","NUTS 1",2005,NA,NA,NA,NA,NA
"AT","AT3","NUTS 1",2005,1837,0.9864,0.1649,0,0
"FR","FR2","NUTS 1",2005,NA,NA,NA,NA,NA
"HU","HU3","NUTS 1",2005,2953,0.8137,0.2987,3e-04,0
"CH","CH0","NUTS 1",2005,NA,NA,NA,NA,NA
"FR","FR5","NUTS 1",2005,NA,NA,NA,NA,NA
"IT","ITD","NUTS 1",2005,5356,0.9416,0.185,0,0
"IT","ITC","NUTS 1",2005,5400,0.9341,0.1709,0,0
"BG","BG3","NUTS 1",2005,NA,NA,NA,NA,NA
"BG","BG4","NUTS 1",2005,NA,NA,NA,NA,NA
"HR","HR0","NUTS 1",2005,NA,NA,NA,NA,NA
"RO","RO1","NUTS 1",2005,NA,NA,NA,NA,NA
"RO","RO2","NUTS 1",2005,NA,NA,NA,NA,NA
"RO","RO3","NUTS 1",2005,NA,NA,NA,NA,NA
"RO","RO4","NUTS 1",2005,NA,NA,NA,NA,NA
"SE","SE06","NUTS 2",2005,NA,NA,NA,NA,NA
"FI","FI20","NUTS 2",2005,103,1,0.0777,0.0097,0
"NO","NO01","NUTS 2",2005,NA,NA,NA,NA,NA
"NO","NO04","NUTS 2",2005,NA,NA,NA,NA,NA
"FR","FR71","NUTS 2",2005,NA,NA,NA,NA,NA
"IT","ITC1","NUTS 2",2005,1508,0.9304,0.1664,0,0
"FI","FI13","NUTS 2",2005,1666,0.9765,0.0524,0.0042,0.003
"FI","FI18","NUTS 2",2005,5022,0.9796,0.0507,0.004,0.006
"NO","NO05","NUTS 2",2005,NA,NA,NA,NA,NA
"NO","NO03","NUTS 2",2005,NA,NA,NA,NA,NA
"SE","SE01","NUTS 2",2005,NA,NA,NA,NA,NA
"IT","ITD3","NUTS 2",2005,1801,0.9467,0.1766,0,0
"IT","ITD5","NUTS 2",2005,1682,0.9411,0.1908,0,0
"IT","ITC3","NUTS 2",2005,1006,0.9274,0.171,0,0
"ES","ES13","NUTS 2",2005,344,0.9767,0.1163,0.0029,0
"FR","FR62","NUTS 2",2005,NA,NA,NA,NA,NA
"IT","ITE3","NUTS 2",2005,1095,0.9379,0.1744,0,0
"ES","ES21","NUTS 2",2005,731,0.9412,0.1327,0,0
"FR","FR82","NUTS 2",2005,NA,NA,NA,NA,NA
"ES","ES12","NUTS 2",2005,593,0.9679,0.1029,0.0017,0
"FR","FR61","NUTS 2",2005,NA,NA,NA,NA,NA
"ES","ES22","NUTS 2",2005,429,0.9767,0.0979,0,0
"IT","ITE2","NUTS 2",2005,981,0.9317,0.1733,0,0
"FR","FR81","NUTS 2",2005,NA,NA,NA,NA,NA
"IT","ITE1","NUTS 2",2005,1560,0.9314,0.1968,0,0
"ES","ES11","NUTS 2",2005,911,0.9715,0.1043,0,0
"IT","ITF2","NUTS 2",2005,421,0.924,0.2162,0,0
"ES","ES51","NUTS 2",2005,1376,0.9695,0.0974,0,0
"ES","ES23","NUTS 2",2005,411,0.9635,0.0779,0,0
"IT","ITF1","NUTS 2",2005,541,0.9427,0.1922,0,0
"FR","FR83","NUTS 2",2005,NA,NA,NA,NA,NA
"IT","ITE4","NUTS 2",2005,1606,0.9296,0.1706,0,0
"TR","TR81","NUTS 2",2005,NA,NA,NA,NA,NA
"FI","FI1A","NUTS 2",2005,1433,0.9818,0.0498,0.0035,0.0042
"SE","SE07","NUTS 2",2005,NA,NA,NA,NA,NA
"IS","IS00","NUTS 2",2005,NA,NA,NA,NA,NA
"NO","NO06","NUTS 2",2005,NA,NA,NA,NA,NA
"NO","NO02","NUTS 2",2005,NA,NA,NA,NA,NA
"TR","TR21","NUTS 2",2005,NA,NA,NA,NA,NA
"ES","ES41","NUTS 2",2005,913,0.9627,0.1008,0.0011,0
"PT","PT11","NUTS 2",2005,NA,NA,NA,NA,NA
"TR","TR83","NUTS 2",2005,NA,NA,NA,NA,NA
"IT","ITF5","NUTS 2",2005,486,0.9259,0.1708,0,0
"TR","TR90","NUTS 2",2005,NA,NA,NA,NA,NA
"TR","TR51","NUTS 2",2005,NA,NA,NA,NA,NA
"SE","SE08","NUTS 2",2005,NA,NA,NA,NA,NA
"NO","NO07","NUTS 2",2005,NA,NA,NA,NA,NA
"FI","FI19","NUTS 2",2005,3005,0.978,0.0555,0.0033,0.0043
"ES","ES24","NUTS 2",2005,582,0.9674,0.0979,0,0
"TR","TR10","NUTS 2",2005,NA,NA,NA,NA,NA
"ES","ES30","NUTS 2",2005,801,0.9675,0.1086,0,0
"TR","TR82","NUTS 2",2005,NA,NA,NA,NA,NA
"IT","ITF3","NUTS 2",2005,1303,0.9263,0.1819,0,0
"TR","TR42","NUTS 2",2005,NA,NA,NA,NA,NA
"GR","GR11","NUTS 2",2005,374,0.9385,0.1818,0,0
"GR","GR13","NUTS 2",2005,188,0.9255,0.133,0,0
"GR","GR12","NUTS 2",2005,1089,0.9339,0.1644,0,0
"TR","TR41","NUTS 2",2005,NA,NA,NA,NA,NA
"GR","GR14","NUTS 2",2005,457,0.9409,0.1554,0,0
"IT","ITF4","NUTS 2",2005,986,0.9219,0.1826,0,0
"TR","TR22","NUTS 2",2005,NA,NA,NA,NA,NA
"TR","TRA1","NUTS 2",2005,NA,NA,NA,NA,NA
"TR","TRA2","NUTS 2",2005,NA,NA,NA,NA,NA
"IT","ITG2","NUTS 2",2005,628,0.9363,0.1815,0,0
"SE","SE02","NUTS 2",2005,NA,NA,NA,NA,NA
"EE","EE00","NUTS 2",2005,4169,0.9734,0.1686,0,0
"SE","SE09","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKM2","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKM4","NUTS 2",2005,NA,NA,NA,NA,NA
"DK","DK00","NUTS 2",2005,5957,0.9706,0.0419,8e-04,0.0013
"UK","UKD1","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKC2","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKN0","NUTS 2",2005,NA,NA,NA,NA,NA
"IE","IE01","NUTS 2",2005,1592,0.9378,0.1426,0,0
"UK","UKE4","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL61","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKD3","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKE3","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKD2","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKM1","NUTS 2",2005,NA,NA,NA,NA,NA
"SE","SE0A","NUTS 2",2005,NA,NA,NA,NA,NA
"LV","LV00","NUTS 2",2005,3843,0.797,0.3672,0,0
"SE","SE04","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKM3","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKC1","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL63","NUTS 2",2005,NA,NA,NA,NA,NA
"LT","LT00","NUTS 2",2005,4441,0.7476,0.2362,0,0
"PL","PL62","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DE93","NUTS 2",2005,NA,NA,NA,NA,NA
"NL","NL13","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKG2","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKH1","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKG3","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DE41","NUTS 2",2005,NA,NA,NA,NA,NA
"NL","NL32","NUTS 2",2005,NA,NA,NA,NA,NA
"NL","NL31","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKE2","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL42","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DEF0","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKD4","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL34","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DE60","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKE1","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DE80","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL41","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DE92","NUTS 2",2005,NA,NA,NA,NA,NA
"NL","NL22","NUTS 2",2005,NA,NA,NA,NA,NA
"NL","NL33","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DEE1","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKF3","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKD5","NUTS 2",2005,NA,NA,NA,NA,NA
"NL","NL11","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DE50","NUTS 2",2005,NA,NA,NA,NA,NA
"NL","NL12","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKF1","NUTS 2",2005,NA,NA,NA,NA,NA
"NL","NL23","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DE30","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKF2","NUTS 2",2005,NA,NA,NA,NA,NA
"TR","TRC2","NUTS 2",2005,NA,NA,NA,NA,NA
"GR","GR41","NUTS 2",2005,128,0.9219,0.125,0,0
"TR","TR32","NUTS 2",2005,NA,NA,NA,NA,NA
"PT","PT15","NUTS 2",2005,NA,NA,NA,NA,NA
"GR","GR25","NUTS 2",2005,328,0.9238,0.1677,0,0
"TR","TR63","NUTS 2",2005,NA,NA,NA,NA,NA
"PT","PT20","NUTS 2",2005,NA,NA,NA,NA,NA
"GR","GR30","NUTS 2",2005,1515,0.9479,0.1571,0,0
"IE","IE02","NUTS 2",2005,4493,0.9357,0.1442,0,0
"NL","NL21","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKG1","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL43","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DE94","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL12","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKH2","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DEE3","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DE42","NUTS 2",2005,NA,NA,NA,NA,NA
"ES","ES63","NUTS 2",2005,265,0.9358,0.1283,0,0
"GR","GR42","NUTS 2",2005,170,0.9353,0.1412,0,0
"ES","ES64","NUTS 2",2005,NA,NA,NA,NA,NA
"PT","PT30","NUTS 2",2005,NA,NA,NA,NA,NA
"ES","ES70","NUTS 2",2005,642,0.9642,0.1168,0,0
"FR","FR91","NUTS 2",2005,NA,NA,NA,NA,NA
"FR","FR93","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DEA4","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL11","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKL1","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DE91","NUTS 2",2005,NA,NA,NA,NA,NA
"GR","GR22","NUTS 2",2005,102,0.9314,0.1275,0,0
"TR","TRB2","NUTS 2",2005,NA,NA,NA,NA,NA
"TR","TRC3","NUTS 2",2005,NA,NA,NA,NA,NA
"TR","TR52","NUTS 2",2005,NA,NA,NA,NA,NA
"TR","TR62","NUTS 2",2005,NA,NA,NA,NA,NA
"TR","TR61","NUTS 2",2005,NA,NA,NA,NA,NA
"IT","ITG1","NUTS 2",2005,1078,0.9109,0.1827,0,0
"ES","ES61","NUTS 2",2005,1610,0.9615,0.1174,0,0
"TR","TRC1","NUTS 2",2005,NA,NA,NA,NA,NA
"MT","MT00","NUTS 2",2005,NA,NA,NA,NA,NA
"CY","CY00","NUTS 2",2005,3746,0.8604,0.3187,0,0
"GR","GR43","NUTS 2",2005,352,0.9261,0.1648,0,0
"FR","FR92","NUTS 2",2005,NA,NA,NA,NA,NA
"FR","FR94","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKI1","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKH3","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL31","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DEE2","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DED3","NUTS 2",2005,NA,NA,NA,NA,NA
"BE","BE21","NUTS 2",2005,NA,NA,NA,NA,NA
"NL","NL42","NUTS 2",2005,NA,NA,NA,NA,NA
"BE","BE24","NUTS 2",2005,NA,NA,NA,NA,NA
"BE","BE22","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKK3","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKJ2","NUTS 2",2005,NA,NA,NA,NA,NA
"BE","BE31","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKK2","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DEA2","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKJ3","NUTS 2",2005,NA,NA,NA,NA,NA
"BE","BE33","NUTS 2",2005,NA,NA,NA,NA,NA
"CZ","CZ02","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DED1","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DEG0","NUTS 2",2005,NA,NA,NA,NA,NA
"BE","BE32","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKK4","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL32","NUTS 2",2005,NA,NA,NA,NA,NA
"LU","LU00","NUTS 2",2005,3622,0.9972,0.0984,3e-04,8e-04
"DE","DEA3","NUTS 2",2005,NA,NA,NA,NA,NA
"NL","NL41","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKJ1","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKL2","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKK1","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKI2","NUTS 2",2005,NA,NA,NA,NA,NA
"UK","UKJ4","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL21","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL22","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DEB1","NUTS 2",2005,NA,NA,NA,NA,NA
"BE","BE34","NUTS 2",2005,NA,NA,NA,NA,NA
"FR","FR22","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DE71","NUTS 2",2005,NA,NA,NA,NA,NA
"NL","NL34","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL33","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DEA1","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL51","NUTS 2",2005,NA,NA,NA,NA,NA
"PL","PL52","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DEA5","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DED2","NUTS 2",2005,NA,NA,NA,NA,NA
"FR","FR30","NUTS 2",2005,NA,NA,NA,NA,NA
"BE","BE23","NUTS 2",2005,NA,NA,NA,NA,NA
"FR","FR23","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DEB3","NUTS 2",2005,NA,NA,NA,NA,NA
"SK","SK04","NUTS 2",2005,1363,0.8694,0.2737,0,0
"SK","SK01","NUTS 2",2005,641,0.869,0.3916,0,0
"DE","DE12","NUTS 2",2005,NA,NA,NA,NA,NA
"AT","AT13","NUTS 2",2005,875,0.984,0.1669,0,0
"BE","BE10","NUTS 2",2005,NA,NA,NA,NA,NA
"BE","BE25","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DE73","NUTS 2",2005,NA,NA,NA,NA,NA
"DE","DE72","NUTS 2",2005,NA,NA,NA,NA,NA
"CZ","CZ04","NUTS 2",2005,NA,NA,NA,NA,NA
"BE","BE35","NUTS 2",2005,NA,NA,NA,NA,NA
"CZ","CZ08","NUTS 2",2005,NA,NA,NA,NA,NA
"CZ","CZ05","NUTS 2",2005,NA,NA,NA,NA,NA
"CZ","CZ01","NUTS 2",2005,NA,NA,NA,NA,NA
